(5, 4) , (4, 1) , (0, 3) , (0, 5) , (2, 5) ,
0 , 0 , 0 , 0 , 0 , 93.1921807602
78.3473666482 , 74.736525143 , 78.3519608187 , 80.4376338377 , 79.7112847557 , 16.9194325339
84.0761725904 , 80.1535612491 , 85.6892295026 , 88.3755176378 , 86.1497790853 , 10.1943537442
84.6524133497 , 81.8076629495 , 88.8274568252 , 91.7914817836 , 87.3890513518 , 7.7061764266
86.6630956864 , 82.9992514634 , 90.5310263781 , 93.2635281184 , 88.512135516 , 6.23145397322
86.7500570424 , 84.0743578952 , 92.6112729646 , 98.3298317087 , 89.6571421885 , 5.08601054208
86.4974323446 , 84.8872717062 , 96.889777904 , 99.9999991545 , 93.2967087354 , 3.36278047862
87.0600770456 , 86.0164824707 , 96.8175965013 , 100.0 , 93.9116969067 , 2.5119828654
88.0802676502 , 87.1754514722 , 97.0013166454 , 100.0 , 94.2321951875 , 1.79640698086
88.9700972838 , 87.8315978842 , 97.0726192981 , 100.0 , 94.5091071364 , 1.34418115485
89.6359645926 , 88.4592338138 , 97.0461045989 , 100.0 , 94.6981949735 , 1.02315710645
90.0157149533 , 88.6879892574 , 97.1606540793 , 100.0 , 94.4438536888 , 0.808722826593
90.0835763697 , 88.7387627022 , 97.0711604434 , 100.0 , 94.3191461014 , 0.717027494156
90.2905128866 , 88.9299850981 , 96.7289589822 , 100.0 , 94.405937013 , 0.623184521988
90.380312319 , 89.3407222007 , 97.0758053531 , 100.0 , 94.5887099633 , 0.564521870029
90.4700517538 , 89.4444290035 , 96.8532610713 , 100.0 , 94.52782724 , 0.491995967726
90.5176636717 , 89.567567767 , 96.7903059289 , 100.0 , 94.4501913772 , 0.447762878632
90.4965464811 , 89.506620284 , 97.0760917377 , 100.0 , 94.3472730214 , 0.400220858902
90.4522875638 , 89.6113238464 , 96.7426997529 , 100.0 , 94.2630542737 , 0.386232922382
90.5249181711 , 89.5814964977 , 96.8808802249 , 100.0 , 94.2649492525 , 0.383272327161
90.4977334136 , 89.4867282932 , 96.8555022514 , 100.0 , 94.1519439124 , 0.411972915123
90.4785688015 , 89.4707222899 , 96.9502548257 , 100.0 , 94.2664052228 , 0.404834778179
90.4591771082 , 89.4101697301 , 97.0399826416 , 100.0 , 94.2468932287 , 0.413967220526
90.3186334447 , 89.3990853555 , 96.9974868871 , 100.0 , 94.4457091861 , 0.392619756874
90.2613609907 , 89.3397887662 , 96.885998978 , 100.0 , 94.4847303555 , 0.37409231876
90.1563824525 , 89.2711490008 , 97.090828438 , 100.0 , 94.4638988948 , 0.370660072186
90.1732871421 , 89.3058540444 , 97.0166494617 , 100.0 , 94.4334848828 , 0.365916258715
90.2204565284 , 89.3038514129 , 96.9729267388 , 100.0 , 94.4303079409 , 0.361830037854
90.256177463 , 89.3296712011 , 97.0812653248 , 100.0 , 94.4523292395 , 0.365992670566
90.3420136801 , 89.3399902246 , 96.9672586417 , 100.0 , 94.4314562226 , 0.340763976402
90.2982689505 , 89.333552006 , 96.855314901 , 100.0 , 94.386980474 , 0.345399979207
90.278930204 , 89.3671946792 , 96.8196947955 , 100.0 , 94.482118544 , 0.344678187285
90.3032596614 , 89.3113862024 , 96.9890193643 , 100.0 , 94.5021414549 , 0.334631296676
90.3458963213 , 89.32137526 , 96.9729921263 , 100.0 , 94.5053711374 , 0.331229854274
90.3426895397 , 89.2807651858 , 96.9166848697 , 100.0 , 94.5197727198 , 0.328515337257
90.3920066099 , 89.3448454886 , 96.979384105 , 100.0 , 94.484189888 , 0.335736356115
90.3795110909 , 89.4138997457 , 97.021967913 , 100.0 , 94.4159056577 , 0.332667582847
90.3089601927 , 89.4484527251 , 97.0866905399 , 100.0 , 94.4529084956 , 0.319913877603
90.2900771407 , 89.4486171466 , 96.9412381503 , 100.0 , 94.3899347012 , 0.324369158841
90.3119529405 , 89.381422585 , 96.9188272144 , 100.0 , 94.4368008299 , 0.318849145305
